video_id,start_time,end_time,filename,num_frames,phrase,target_word,target_word_boundary,word_boundaries,stress_label,lighting,speaker_pose
O3W8llNlr8s,146.5065,149.1265,O3W8llNlr8s_146.506500-149.126500/00000,61,light travels in straight lines that is,travels,"['travels', 5, 14]","[['light', 0, 4], ['travels', 5, 14], ['in', 15, 17], ['straight', 18, 24], ['lines', 25, 31], ['that', 54, 58], ['is', 60, 62]]",0,medium,frontal
ANLG0N8QYTc,165.378467,167.338467,ANLG0N8QYTc_165.378467-167.338467/00000,51,and as soon as you leave the place,leave,"['leave', 15, 21]","[['and', 0, 2], ['as', 2, 3], ['soon', 4, 7], ['as', 8, 10], ['you', 11, 14], ['leave', 15, 21], ['the', 22, 24], ['place', 25, 31]]",0,medium,frontal
KP7Bm3KaStY,174.76,177.4,KP7Bm3KaStY_174.760000-177.400000/00000,67,the most basic motion but i also believe,i,"['i', 46, 47]","[['the', 0, 2], ['most', 3, 10], ['basic', 21, 31], ['motion', 33, 42], ['but', 43, 45], ['i', 46, 47], ['also', 49, 55], ['believe', 56, 61]]",0,medium,frontal
teyJEE6KvHg,275.073,277.913,teyJEE6KvHg_275.073000-277.913000/00000,72,the world true passion cannot be tamed,true,"['true', 24, 30]","[['the', 0, 3], ['world', 3, 9], ['true', 24, 30], ['passion', 31, 42], ['cannot', 51, 59], ['be', 60, 62], ['tamed', 64, 70]]",0,medium,frontal
oXec4X4meHs,294.167,296.207,oXec4X4meHs_294.167000-296.207000/00000,53,is when you are ingesting your,ingesting,"['ingesting', 24, 37]","[['is', 0, 4], ['when', 10, 14], ['you', 15, 18], ['are', 20, 23], ['ingesting', 24, 37], ['your', 38, 42]]",0,medium,frontal
fk7GlDixYgI,103.926667,107.406667,fk7GlDixYgI_103.926667-107.406667/00000,89,allow you to track and find our,track,"['track', 21, 29]","[['allow', 0, 6], ['you', 7, 11], ['to', 12, 16], ['track', 21, 29], ['and', 30, 33], ['find', 35, 42], ['our', 65, 69]]",0,medium,frontal
sMIiBUyZgTo,279.693,282.133,sMIiBUyZgTo_279.693000-282.133000/00000,63,of text messaging in a helpful way,helpful,"['helpful', 40, 52]","[['of', 0, 1], ['text', 2, 9], ['messaging', 10, 24], ['in', 35, 37], ['a', 38, 39], ['helpful', 40, 52], ['way', 54, 59]]",0,medium,frontal
XtcTlcvnums,292.2449,295.3049,XtcTlcvnums_292.244900-295.304900/00000,79,theory is the least accredited of them all,theory,"['theory', 0, 10]","[['theory', 0, 10], ['is', 15, 18], ['the', 20, 22], ['least', 24, 28], ['accredited', 30, 45], ['of', 53, 56], ['them', 59, 63], ['all', 66, 69]]",0,medium,frontal
69IiN_DnXzQ,218.04,220.88,69IiN_DnXzQ_218.040000-220.880000/00000,72,slide so he went up the steps and,up,"['up', 41, 43]","[['slide', 0, 11], ['so', 25, 29], ['he', 30, 32], ['went', 33, 36], ['up', 41, 43], ['the', 44, 46], ['steps', 48, 57], ['and', 68, 70]]",1,medium,frontal
U52dD0tegsA,202.528,204.568,U52dD0tegsA_202.528000-204.568000/00000,53,progressive web apps is actually broadening across all,broadening,"['broadening', 23, 32]","[['progressive', 0, 6], ['web', 7, 10], ['apps', 10, 13], ['is', 14, 15], ['actually', 16, 23], ['broadening', 23, 32], ['across', 33, 43], ['all', 48, 51]]",0,medium,non-frontal
AugIttXiijQ,286.24,287.64,AugIttXiijQ_286.240000-287.640000/00000,36,because its kind of forcing me to think in,forcing,"['forcing', 14, 22]","[['because', 0, 4], ['its', 4, 6], ['kind', 7, 10], ['of', 10, 11], ['forcing', 14, 22], ['me', 23, 25], ['to', 25, 27], ['think', 28, 32], ['in', 33, 35]]",0,medium,non-frontal
NhiN4J2LFKs,114.7653,119.2453,NhiN4J2LFKs_114.765300-119.245300/00000,114,a soft solid theyre called cohesive gel implants,soft,"['soft', 4, 13]","[['a', 0, 1], ['soft', 4, 13], ['solid', 19, 31], ['theyre', 37, 42], ['called', 44, 54], ['cohesive', 69, 87], ['gel', 89, 98], ['implants', 100, 112]]",0,medium,frontal
DLhv1X4VryA,55.4,57.84,DLhv1X4VryA_55.400000-57.840000/00000,62,the term because they just get kicked out,kicked,"['kicked', 49, 55]","[['the', 0, 1], ['term', 2, 10], ['because', 10, 29], ['they', 29, 32], ['just', 33, 36], ['get', 37, 42], ['kicked', 49, 55], ['out', 58, 60]]",0,medium,frontal
W1xE9qLol0o,228.139,230.939,W1xE9qLol0o_228.139000-230.939000/00001,72,that perfect balance now heres what happens,perfect,"['perfect', 6, 16]","[['that', 0, 3], ['perfect', 6, 16], ['balance', 18, 26], ['now', 27, 30], ['heres', 39, 43], ['what', 44, 47], ['happens', 49, 58]]",0,medium,frontal
zC0IhZDSqAw,40.416067,42.576067,zC0IhZDSqAw_40.416067-42.576067/00001,56,moving along here talking about the patent process,moving,"['moving', 0, 5]","[['moving', 0, 5], ['along', 6, 12], ['here', 13, 18], ['talking', 20, 27], ['about', 28, 32], ['the', 33, 34], ['patent', 35, 42], ['process', 43, 53]]",0,medium,frontal
yNe6vUo4Low,275.623167,278.423167,yNe6vUo4Low_275.623167-278.423167/00000,72,and irma bombeck i always feel funny calling writers,i,"['i', 33, 35]","[['and', 0, 2], ['irma', 15, 20], ['bombeck', 21, 32], ['i', 33, 35], ['always', 36, 40], ['feel', 40, 45], ['funny', 46, 52], ['calling', 53, 61], ['writers', 62, 69]]",0,medium,frontal
cN4C5oWv8RE,196.106667,199.826667,cN4C5oWv8RE_196.106667-199.826667/00000,95,other sides turn meeting i went in there and im,turn,"['turn', 19, 26]","[['other', 0, 5], ['sides', 6, 13], ['turn', 19, 26], ['meeting', 28, 36], ['i', 71, 76], ['went', 77, 81], ['in', 82, 84], ['there', 84, 88], ['and', 89, 91], ['im', 91, 93]]",0,medium,non-frontal
0Yg_394WLaw,114.580933,117.900933,0Yg_394WLaw_114.580933-117.900933/00000,86,the dimensions stacked in each person,stacked,"['stacked', 22, 36]","[['the', 0, 3], ['dimensions', 5, 20], ['stacked', 22, 36], ['in', 44, 45], ['each', 47, 51], ['person', 53, 62]]",0,medium,frontal
5E12Gan-Gs0,152.7518,155.1118,5E12Gan-Gs0_152.751800-155.111800/00000,61,shes saying is endothermic it absorbs heat pooled heat,absorbs,"['absorbs', 24, 36]","[['shes', 0, 3], ['saying', 4, 9], ['is', 9, 10], ['endothermic', 12, 21], ['it', 22, 24], ['absorbs', 24, 36], ['heat', 37, 43], ['pooled', 45, 53], ['heat', 54, 59]]",1,medium,frontal
AhtlDXsbxmU,206.56,208.68,AhtlDXsbxmU_206.560000-208.680000/00000,54,you have a soft fiber and a viscous liquid,viscous,"['viscous', 37, 46]","[['you', 1, 4], ['have', 4, 6], ['a', 7, 7], ['soft', 8, 14], ['fiber', 16, 26], ['and', 28, 31], ['a', 32, 32], ['viscous', 37, 46], ['liquid', 47, 53]]",0,medium,non-frontal
q1uvlXzRr-M,69.28,71.36,q1uvlXzRr-M_69.280000-71.360000/00000,53,year the government would give her a block of food,block,"['block', 41, 49]","[['year', 0, 6], ['the', 7, 9], ['government', 10, 20], ['would', 21, 25], ['give', 26, 31], ['her', 32, 35], ['a', 36, 36], ['block', 41, 49], ['of', 49, 50], ['food', 51, 53]]",0,medium,non-frontal
X7_TUtpbCBk,92.183267,95.503267,X7_TUtpbCBk_92.183267-95.503267/00000,86,out into the future much greater warming than that,future,"['future', 13, 24]","[['out', 0, 4], ['into', 5, 9], ['the', 10, 11], ['future', 13, 24], ['much', 49, 54], ['greater', 56, 65], ['warming', 71, 79], ['than', 80, 82], ['that', 82, 84]]",0,medium,frontal
Ngo9MvGl7Sg,15.101233,18.941233,Ngo9MvGl7Sg_15.101233-18.941233/00000,98,youll start a revolution if you say you have,youll,"['youll', 0, 6]","[['youll', 0, 6], ['start', 7, 16], ['a', 17, 17], ['revolution', 23, 48], ['if', 62, 65], ['you', 66, 72], ['say', 76, 85], ['you', 87, 91], ['have', 92, 96]]",0,dim,non-frontal
KcnpGnJ3ZdI,8.681667,11.261667,KcnpGnJ3ZdI_8.681667-11.261667/00000,63,i want to talk about embodied cognition,i,"['i', 0, 2]","[['i', 0, 2], ['want', 3, 6], ['to', 7, 9], ['talk', 10, 15], ['about', 16, 25], ['embodied', 30, 44], ['cognition', 46, 62]]",0,medium,frontal
_lx_D8fasKE,120.913567,123.633567,_lx_D8fasKE_120.913567-123.633567/00000,71,able to really direct your energy to achieving that,direct,"['direct', 16, 27]","[['able', 0, 4], ['to', 4, 6], ['really', 7, 13], ['direct', 16, 27], ['your', 27, 32], ['energy', 33, 41], ['to', 43, 45], ['achieving', 47, 61], ['that', 62, 68]]",1,medium,frontal
jnsuH9_qYyA,26.5627,29.8027,jnsuH9_qYyA_26.562700-29.802700/00000,83,app is beautiful it just is streamlined it,beautiful,"['beautiful', 21, 37]","[['app', 0, 11], ['is', 12, 13], ['beautiful', 21, 37], ['it', 45, 47], ['just', 48, 53], ['is', 60, 63], ['streamlined', 65, 81], ['it', 82, 83]]",1,medium,frontal
7ygifPlY2dM,145.4604,149.1804,7ygifPlY2dM_145.460400-149.180400/00000,95,action you must write action in the subject line,action,"['action', 50, 62]","[['action', 0, 9], ['you', 18, 22], ['must', 24, 33], ['write', 35, 42], ['action', 50, 62], ['in', 68, 72], ['the', 74, 78], ['subject', 80, 91], ['line', 92, 94]]",1,dim,non-frontal
Qvz5sWmE19Y,15.162167,17.642167,Qvz5sWmE19Y_15.162167-17.642167/00000,64,pieces thats what ive tried to do the last time,pieces,"['pieces', 4, 12]","[['pieces', 4, 12], ['thats', 25, 28], ['what', 29, 31], ['ive', 32, 34], ['tried', 34, 39], ['to', 39, 40], ['do', 41, 44], ['the', 45, 46], ['last', 48, 54], ['time', 55, 62]]",0,dim,frontal
teyJEE6KvHg,227.173,228.133,teyJEE6KvHg_227.173000-228.133000/00000,25,and this was a little bit of limestone,little,"['little', 12, 16]","[['and', 0, 2], ['this', 2, 6], ['was', 7, 9], ['a', 9, 11], ['little', 12, 16], ['bit', 16, 18], ['of', 19, 20], ['limestone', 20, 25]]",0,medium,frontal
_5h9tTw6wDc,224.58,226.94,_5h9tTw6wDc_224.580000-226.940000/00000,61,polled the different groups and said what are your problems,polled,"['polled', 0, 8]","[['polled', 0, 8], ['the', 13, 16], ['different', 17, 23], ['groups', 23, 30], ['and', 31, 33], ['said', 34, 37], ['what', 39, 43], ['are', 44, 45], ['your', 46, 50], ['problems', 51, 59]]",1,dim,frontal
TvteDoRSRr8,47.626333,50.506333,TvteDoRSRr8_47.626333-50.506333/00000,74,here is that you know to get my crash,my,"['my', 60, 63]","[['here', 0, 7], ['is', 20, 21], ['that', 22, 25], ['you', 39, 41], ['know', 42, 45], ['to', 46, 54], ['get', 55, 59], ['my', 60, 63], ['crash', 64, 70]]",0,medium,frontal
hQrbzmAm5lY,32.28,34.4,hQrbzmAm5lY_32.280000-34.400000/00000,56,is the deciding day because the party is,deciding,"['deciding', 6, 19]","[['is', 0, 2], ['the', 3, 5], ['deciding', 6, 19], ['day', 20, 25], ['because', 26, 38], ['the', 38, 41], ['party', 42, 50], ['is', 51, 52]]",0,medium,non-frontal
u0Za6Uhdi58,174.4,175.92,u0Za6Uhdi58_174.400000-175.920000/00000,38,your vision its your vision,your,"['your', 16, 20]","[['your', 0, 3], ['vision', 4, 12], ['its', 13, 16], ['your', 16, 20], ['vision', 21, 27]]",0,dim,frontal
Ydz4Az9aeiY,83.835067,86.215067,Ydz4Az9aeiY_83.835067-86.215067/00000,61,one ultra important thing you know what it is,one,"['one', 0, 3]","[['one', 0, 3], ['ultra', 15, 24], ['important', 25, 36], ['thing', 37, 41], ['you', 42, 43], ['know', 45, 51], ['what', 52, 55], ['it', 56, 57], ['is', 57, 58]]",0,medium,frontal
DjYNeqGJPbM,99.3364,102.6964,DjYNeqGJPbM_99.336400-102.696400/00000,86,is fresh and is wrapped in a plastic wrap,wrapped,"['wrapped', 33, 43]","[['is', 0, 2], ['fresh', 7, 17], ['and', 22, 25], ['is', 27, 29], ['wrapped', 33, 43], ['in', 44, 46], ['a', 48, 48], ['plastic', 50, 66], ['wrap', 76, 81]]",0,medium,frontal
jWwaLtUayqg,294.767,296.647,jWwaLtUayqg_294.767000-296.647000/00000,49,who were here on the earth plane connected,here,"['here', 8, 13]","[['who', 0, 3], ['were', 3, 7], ['here', 8, 13], ['on', 14, 17], ['the', 17, 19], ['earth', 20, 25], ['plane', 26, 33], ['connected', 36, 47]]",0,medium,frontal
MHZv2qTxdCc,275.47,279.63,MHZv2qTxdCc_275.470000-279.630000/00000,107,weve got a very rich curriculum and the,rich,"['rich', 35, 42]","[['weve', 0, 4], ['got', 5, 9], ['a', 13, 14], ['very', 23, 29], ['rich', 35, 42], ['curriculum', 52, 67], ['and', 98, 100], ['the', 102, 104]]",1,medium,frontal
bGYnYsshdsQ,23.842133,26.042133,bGYnYsshdsQ_23.842133-26.042133/00000,57,on the paper in kindergarten and draw around,draw,"['draw', 40, 47]","[['on', 0, 1], ['the', 2, 3], ['paper', 4, 13], ['in', 14, 15], ['kindergarten', 16, 35], ['and', 36, 39], ['draw', 40, 47], ['around', 48, 55]]",0,medium,frontal
rbnipg_DsJk,155.296533,157.296533,rbnipg_DsJk_155.296533-157.296533/00000,51,center of the x and the flaps,flaps,"['flaps', 42, 48]","[['center', 0, 7], ['of', 11, 13], ['the', 14, 16], ['x', 22, 24], ['and', 35, 39], ['the', 39, 41], ['flaps', 42, 48]]",0,medium,non-frontal
Qvz5sWmE19Y,120.44,121.84,Qvz5sWmE19Y_120.440000-121.840000/00000,37,high rate of interest were talking about,high,"['high', 0, 3]","[['high', 0, 3], ['rate', 4, 8], ['of', 8, 9], ['interest', 11, 17], ['were', 18, 21], ['talking', 22, 27], ['about', 28, 31]]",0,dim,frontal
TjvN6XFSMBk,193.0105,196.8505,TjvN6XFSMBk_193.010500-196.850500/00000,98,sign language and helping the deaf community,sign,"['sign', 0, 14]","[['sign', 0, 14], ['language', 15, 27], ['and', 45, 47], ['helping', 54, 65], ['the', 67, 69], ['deaf', 71, 78], ['community', 83, 95]]",0,medium,frontal
O5NPldDANd8,234.6869,236.0869,O5NPldDANd8_234.686900-236.086900/00000,37,record in the hospital different than the clinic,hospital,"['hospital', 11, 21]","[['record', 0, 5], ['in', 5, 7], ['the', 7, 9], ['hospital', 11, 21], ['different', 22, 28], ['than', 28, 30], ['the', 31, 32], ['clinic', 33, 36]]",0,medium,non-frontal
KP7Bm3KaStY,277.8,279.64,KP7Bm3KaStY_277.800000-279.640000/00000,47,so i decided to take a different angle on,different,"['different', 23, 29]","[['so', 0, 2], ['i', 3, 4], ['decided', 5, 14], ['to', 15, 16], ['take', 18, 21], ['a', 22, 23], ['different', 23, 29], ['angle', 33, 39], ['on', 44, 46]]",0,medium,frontal
ULfHmIWVrYE,292.659,295.379,ULfHmIWVrYE_292.659000-295.379000/00000,71,below and if you guys have any experiences,below,"['below', 0, 7]","[['below', 0, 7], ['and', 16, 18], ['if', 19, 21], ['you', 22, 27], ['guys', 29, 35], ['have', 35, 38], ['any', 39, 45], ['experiences', 46, 63]]",0,medium,frontal
rrksK7GhfJM,143.7633,147.0833,rrksK7GhfJM_143.763300-147.083300/00000,86,history changes in terms of the politics,changes,"['changes', 14, 28]","[['history', 0, 11], ['changes', 14, 28], ['in', 35, 38], ['terms', 40, 53], ['of', 57, 60], ['the', 61, 65], ['politics', 67, 79]]",0,medium,frontal
sjIAfHRIm_o,242.96,245.52,sjIAfHRIm_o_242.960000-245.520000/00000,66,i hadnt gathered some leadership lessons,leadership,"['leadership', 34, 45]","[['i', 0, 2], ['hadnt', 3, 12], ['gathered', 14, 25], ['some', 27, 32], ['leadership', 34, 45], ['lessons', 46, 55]]",0,medium,frontal
0DdHWTcyXGk,67.960467,70.800467,0DdHWTcyXGk_67.960467-70.800467/00000,73,number three will be a lunge so lets go,three,"['three', 9, 15]","[['number', 1, 8], ['three', 9, 15], ['will', 16, 20], ['be', 20, 23], ['a', 23, 25], ['lunge', 27, 37], ['so', 39, 44], ['lets', 54, 59], ['go', 66, 69]]",0,bright,frontal
AyeJUgGHIAA,233.76,236.72,AyeJUgGHIAA_233.760000-236.720000/00000,75,okay and the quality of the interaction,interaction,"['interaction', 61, 74]","[['okay', 0, 6], ['and', 22, 27], ['the', 38, 41], ['quality', 42, 54], ['of', 55, 56], ['the', 57, 59], ['interaction', 61, 74]]",0,medium,frontal
hSDqeYPfi2I,289.52,292.24,hSDqeYPfi2I_289.520000-292.240000/00000,69,four equals four okay six equals six,four,"['four', 0, 7]","[['four', 0, 7], ['equals', 7, 15], ['four', 16, 25], ['okay', 28, 35], ['six', 47, 54], ['equals', 55, 62], ['six', 63, 68]]",1,medium,frontal
mwadDY3Pfgs,267.4636,268.7436,mwadDY3Pfgs_267.463600-268.743600/00000,35,do it here i move my hands,move,"['move', 15, 19]","[['do', 2, 4], ['it', 5, 6], ['here', 7, 12], ['i', 13, 14], ['move', 15, 19], ['my', 20, 23], ['hands', 24, 31]]",0,bright,frontal
D-LJZk6McnA,113.613333,115.533333,D-LJZk6McnA_113.613333-115.533333/00000,51,most people are a mix of various things,various,"['various', 27, 37]","[['most', 0, 4], ['people', 4, 9], ['are', 11, 13], ['a', 14, 14], ['mix', 16, 22], ['of', 23, 25], ['various', 27, 37], ['things', 39, 47]]",0,medium,frontal
jwY1HKxnguY,163.926667,167.926667,jwY1HKxnguY_163.926667-167.926667/00000,102,by expressing your opinion in such a class office,expressing,"['expressing', 2, 11]","[['by', 0, 1], ['expressing', 2, 11], ['your', 11, 16], ['opinion', 17, 28], ['in', 39, 41], ['such', 42, 46], ['a', 47, 48], ['class', 49, 59], ['office', 73, 81]]",0,dim,frontal
n3ePK86Bo1w,162.0,163.72,n3ePK86Bo1w_162.000000-163.720000/00000,45,on the bottom of this so you can see,bottom,"['bottom', 6, 14]","[['on', 0, 2], ['the', 2, 4], ['bottom', 6, 14], ['of', 15, 17], ['this', 18, 24], ['so', 26, 29], ['you', 30, 33], ['can', 33, 38], ['see', 40, 43]]",0,medium,frontal
UPA_K0ehpPk,10.937,13.177,UPA_K0ehpPk_10.937000-13.177000/00000,58,one of my methods for creating forward and,forward,"['forward', 43, 51]","[['one', 0, 3], ['of', 4, 5], ['my', 7, 10], ['methods', 11, 20], ['for', 22, 26], ['creating', 28, 39], ['forward', 43, 51], ['and', 51, 53]]",0,bright,frontal
tQGXUc9g4Bo,216.7561,220.0361,tQGXUc9g4Bo_216.756100-220.036100/00001,84,basically being put through the ultimate job interview,put,"['put', 25, 30]","[['basically', 0, 13], ['being', 17, 23], ['put', 25, 30], ['through', 31, 39], ['the', 39, 46], ['ultimate', 50, 61], ['job', 63, 71], ['interview', 72, 82]]",0,medium,frontal
9x3Fl03V7U4,266.964167,268.684167,9x3Fl03V7U4_266.964167-268.684167/00000,46,a whole range of different components for,whole,"['whole', 3, 8]","[['a', 0, 1], ['whole', 3, 8], ['range', 10, 18], ['of', 18, 20], ['different', 21, 27], ['components', 28, 40], ['for', 41, 43]]",0,medium,frontal
ASZbArr7vdI,87.451433,89.491433,ASZbArr7vdI_87.451433-89.491433/00000,53,a wider and broader audience than the television,wider,"['wider', 3, 10]","[['a', 0, 1], ['wider', 3, 10], ['and', 11, 14], ['broader', 14, 21], ['audience', 23, 30], ['than', 34, 37], ['the', 38, 40], ['television', 40, 51]]",0,medium,frontal
Mp7AMxJCpBk,294.84,297.64,Mp7AMxJCpBk_294.840000-297.640000/00000,71,get an accessory for a little bit more how much more,little,"['little', 34, 39]","[['get', 0, 3], ['an', 3, 5], ['accessory', 8, 21], ['for', 22, 26], ['a', 27, 27], ['little', 34, 39], ['bit', 40, 42], ['more', 43, 48], ['how', 48, 60], ['much', 61, 65], ['more', 66, 68]]",0,medium,frontal
uj0CE64TZv8,176.4761,179.7961,uj0CE64TZv8_176.476100-179.796100/00000,85,back in the 1300s it meant a lascivious woman,back,"['back', 0, 4]","[['back', 0, 4], ['in', 5, 11], ['the', 12, 22], ['1300s', 38, 39], ['it', 44, 46], ['meant', 48, 56], ['a', 59, 60], ['lascivious', 61, 75], ['woman', 77, 82]]",0,medium,frontal
SLz0GaifWNI,94.544,98.304,SLz0GaifWNI_94.544000-98.304000/00000,97,ribs and the cup unfortunately is not actually the breast,cup,"['cup', 27, 35]","[['ribs', 0, 7], ['and', 20, 23], ['the', 23, 25], ['cup', 27, 35], ['unfortunately', 44, 62], ['is', 66, 68], ['not', 71, 75], ['actually', 76, 82], ['the', 83, 85], ['breast', 86, 94]]",1,dim,frontal
rOviv0aPXss,298.419,299.919,rOviv0aPXss_298.419000-299.919000/00001,39,ill agree from all the patients that,ill,"['ill', 0, 4]","[['ill', 0, 4], ['agree', 4, 13], ['from', 13, 16], ['all', 17, 20], ['the', 21, 22], ['patients', 23, 31], ['that', 31, 35]]",0,medium,non-frontal
e85vPXDn3oc,136.74,138.78,e85vPXDn3oc_136.740000-138.780000/00000,53,little like circular things on the top of,circular,"['circular', 20, 32]","[['little', 0, 5], ['like', 14, 18], ['circular', 20, 32], ['things', 34, 40], ['on', 42, 43], ['the', 43, 45], ['top', 46, 50], ['of', 51, 52]]",0,medium,frontal
dRSwV3zykVo,186.431033,188.551033,dRSwV3zykVo_186.431033-188.551033/00000,55,when my child was diagnosed i felt overwhelmed,i,"['i', 36, 37]","[['when', 0, 3], ['my', 3, 6], ['child', 7, 14], ['was', 14, 17], ['diagnosed', 18, 30], ['i', 36, 37], ['felt', 40, 45], ['overwhelmed', 46, 54]]",1,medium,non-frontal
gngfpm4eGX0,202.233567,205.993567,gngfpm4eGX0_202.233567-205.993567/00000,97,were just inundated with media requests and very,inundated,"['inundated', 32, 52]","[['were', 0, 5], ['just', 22, 26], ['inundated', 32, 52], ['with', 55, 60], ['media', 61, 70], ['requests', 71, 81], ['and', 82, 84], ['very', 86, 94]]",1,dim,frontal
kWLfxFCqR0I,291.373033,293.973033,kWLfxFCqR0I_291.373033-293.973033/00000,67,the process of compressive sampling and then,process,"['process', 2, 16]","[['the', 0, 2], ['process', 2, 16], ['of', 20, 22], ['compressive', 39, 50], ['sampling', 50, 61], ['and', 61, 64], ['then', 64, 66]]",0,bright,frontal
FsqHorpVCos,157.163267,160.643267,FsqHorpVCos_157.163267-160.643267/00000,89,home will then keep them concrete and gelled in,gelled,"['gelled', 75, 84]","[['home', 0, 3], ['will', 2, 6], ['then', 6, 9], ['keep', 11, 17], ['them', 19, 26], ['concrete', 52, 66], ['and', 69, 71], ['gelled', 75, 84], ['in', 85, 87]]",1,medium,frontal
tBSMsI4bsmo,224.427,226.707,tBSMsI4bsmo_224.427000-226.707000/00002,59,first astronaut this is the bar everyone else,bar,"['bar', 38, 43]","[['first', 0, 8], ['astronaut', 12, 25], ['this', 26, 30], ['is', 31, 33], ['the', 35, 37], ['bar', 38, 43], ['everyone', 45, 53], ['else', 54, 57]]",0,medium,non-frontal
xb5NF1toj_U,270.84,275.16,xb5NF1toj_U_270.840000-275.160000/00000,109,we built a tour around that one appearance,built,"['built', 5, 12]","[['we', 2, 5], ['built', 5, 12], ['a', 38, 39], ['tour', 41, 50], ['around', 50, 62], ['that', 63, 68], ['one', 72, 74], ['appearance', 75, 87]]",0,medium,frontal
L09eOECHBJg,240.24,244.24,L09eOECHBJg_240.240000-244.240000/00000,101,figurable calendar thats flexible around each customers different needs,flexible,"['flexible', 43, 54]","[['figurable', 0, 10], ['calendar', 21, 33], ['thats', 38, 42], ['flexible', 43, 54], ['around', 55, 63], ['each', 63, 71], ['customers', 72, 84], ['different', 85, 92], ['needs', 93, 99]]",0,medium,frontal
h3j-iQRnaes,40.8151,43.2151,h3j-iQRnaes_40.815100-43.215100/00000,62,molecules come together and you get kind of,together,"['together', 18, 25]","[['molecules', 0, 12], ['come', 13, 17], ['together', 18, 25], ['and', 25, 27], ['you', 39, 43], ['get', 48, 52], ['kind', 53, 57], ['of', 58, 59]]",0,medium,frontal
d5ReJoFF_Ms,26.626,29.226,d5ReJoFF_Ms_26.626000-29.226000/00000,67,and of course dont forget to subscribe to our youtube,subscribe,"['subscribe', 28, 41]","[['and', 0, 2], ['of', 3, 4], ['course', 5, 8], ['dont', 10, 15], ['forget', 16, 23], ['to', 24, 26], ['subscribe', 28, 41], ['to', 43, 47], ['our', 49, 51], ['youtube', 53, 60]]",0,medium,frontal
JGsl4Ug-bEk,275.233333,277.193333,JGsl4Ug-bEk_275.233333-277.193333/00000,51,i got a few things hashtag prompt,hashtag,"['hashtag', 29, 41]","[['i', 0, 2], ['got', 3, 5], ['a', 6, 6], ['few', 7, 11], ['things', 12, 19], ['hashtag', 29, 41], ['prompt', 45, 50]]",0,medium,frontal
gudArsau8pU,247.136256,248.936256,gudArsau8pU_247.136256-248.936256/00000,43,we can finally return to the initial,return,"['return', 18, 26]","[['we', 0, 2], ['can', 2, 5], ['finally', 7, 16], ['return', 18, 26], ['to', 26, 27], ['the', 29, 30], ['initial', 31, 37]]",0,medium,frontal
ANLG0N8QYTc,56.4558,60.0158,ANLG0N8QYTc_56.455800-60.015800/00000,91,for business and working assignments ive decided to make a video,ive,"['ive', 62, 65]","[['for', 0, 9], ['business', 10, 17], ['and', 25, 28], ['working', 29, 37], ['assignments', 38, 49], ['ive', 62, 65], ['decided', 66, 75], ['to', 76, 78], ['make', 78, 82], ['a', 82, 83], ['video', 83, 89]]",0,medium,frontal
nfhncEmRXlY,35.566667,37.886667,nfhncEmRXlY_35.566667-37.886667/00000,56,right and youre painting on a canvas,painting,"['painting', 20, 27]","[['right', 0, 6], ['and', 13, 15], ['youre', 15, 19], ['painting', 20, 27], ['on', 28, 30], ['a', 31, 32], ['canvas', 33, 43]]",0,medium,frontal
IvUlQiKWfKM,103.64,104.84,IvUlQiKWfKM_103.640000-104.840000/00000,31,know a little bit about not very much,little,"['little', 5, 10]","[['know', 0, 4], ['a', 5, 5], ['little', 5, 10], ['bit', 11, 14], ['about', 14, 21], ['not', 22, 23], ['very', 24, 26], ['much', 27, 31]]",0,medium,frontal
_GVigbNjwXU,272.563067,274.443067,_GVigbNjwXU_272.563067-274.443067/00000,50,theres challenges but it is very exciting,challenges,"['challenges', 8, 26]","[['theres', 1, 6], ['challenges', 8, 26], ['but', 27, 31], ['it', 35, 36], ['is', 38, 40], ['very', 41, 43], ['exciting', 44, 48]]",1,medium,non-frontal
SB0JS8kXTGM,166.473333,168.513333,SB0JS8kXTGM_166.473333-168.513333/00000,53,day in order to collect really high quality data,collect,"['collect', 16, 24]","[['day', 0, 5], ['in', 6, 7], ['order', 8, 12], ['to', 13, 15], ['collect', 16, 24], ['really', 25, 30], ['high', 31, 34], ['quality', 35, 44], ['data', 45, 50]]",0,medium,frontal
qUPFikpVAmc,201.426733,203.586733,qUPFikpVAmc_201.426733-203.586733/00000,56,up a little bit for those especially who have,little,"['little', 8, 13]","[['up', 1, 4], ['a', 5, 6], ['little', 8, 13], ['bit', 14, 18], ['for', 26, 28], ['those', 30, 35], ['especially', 36, 46], ['who', 48, 51], ['have', 52, 54]]",1,dim,frontal
yWkfLI484KU,117.349367,119.189367,yWkfLI484KU_117.349367-119.189367/00000,49,same way it just it knocks something,knocks,"['knocks', 31, 37]","[['same', 0, 5], ['way', 7, 11], ['it', 12, 14], ['just', 15, 20], ['it', 27, 30], ['knocks', 31, 37], ['something', 38, 45]]",0,medium,frontal
zAbZPkgAqvY,38.28,40.0,zAbZPkgAqvY_38.280000-40.000000/00001,46,this is writing time but just for,just,"['just', 30, 36]","[['this', 0, 3], ['is', 5, 7], ['writing', 8, 17], ['time', 18, 24], ['but', 25, 28], ['just', 30, 36], ['for', 37, 39]]",0,medium,frontal
