video_id,start_time,end_time,filename,phrase,word_boundaries
q1uvlXzRr-M,278.96,281.84,q1uvlXzRr-M_278.960000-281.840000/00000,for primary school students across multiple,"[['for', 0, 5], ['primary', 7, 20], ['school', 21, 27], ['students', 28, 39], ['across', 47, 56], ['multiple', 60, 72]]"
uh5u5kbm-sM,109.665,112.665,uh5u5kbm-sM_109.665000-112.665000/00000,further the study revealed that being able,"[['further', 0, 10], ['the', 24, 26], ['study', 27, 34], ['revealed', 35, 46], ['that', 51, 55], ['being', 57, 65], ['able', 70, 75]]"
s7kacHMVmig,290.423,293.343,s7kacHMVmig_290.423000-293.343000/00000,demand of themselves sort of independence of,"[['demand', 0, 10], ['of', 12, 13], ['themselves', 15, 31], ['sort', 37, 41], ['of', 42, 43], ['independence', 49, 68], ['of', 71, 73]]"
wfCZYvqVFKM,245.467133,248.467133,wfCZYvqVFKM_245.467133-248.467133/00000,discuss how this belief has impacted our journey,"[['discuss', 0, 10], ['how', 11, 14], ['this', 15, 19], ['belief', 20, 29], ['has', 30, 33], ['impacted', 35, 48], ['our', 63, 65], ['journey', 67, 75]]"
rXj5nayS7Yg,266.715467,269.635467,rXj5nayS7Yg_266.715467-269.635467/00000,nothing architecture you just shard your data have,"[['nothing', 0, 7], ['architecture', 9, 22], ['you', 23, 27], ['just', 40, 44], ['shard', 52, 58], ['your', 58, 61], ['data', 62, 69], ['have', 70, 73]]"
BbtJZFprVjI,200.2585,203.2185,BbtJZFprVjI_200.258500-203.218500/00000,me theres a couple of different,"[['me', 0, 6], ['theres', 49, 55], ['a', 56, 57], ['couple', 58, 64], ['of', 64, 65], ['different', 66, 74]]"
9dnCGJZZKhw,162.761656,165.681656,9dnCGJZZKhw_162.761656-165.681656/00000,red bird a yellow duck a blue,"[['red', 0, 8], ['bird', 10, 18], ['a', 29, 31], ['yellow', 33, 41], ['duck', 41, 48], ['a', 61, 63], ['blue', 64, 73]]"
RUkln2Qd_zo,167.128,170.048,RUkln2Qd_zo_167.128000-170.048000/00000,like tuna fish or salmon and or,"[['like', 0, 5], ['tuna', 7, 14], ['fish', 15, 22], ['or', 24, 27], ['salmon', 41, 53], ['and', 59, 63], ['or', 68, 73]]"
mhu5rPf2FDI,156.540333,159.540333,mhu5rPf2FDI_156.540333-159.540333/00000,a nature through which we are whole,"[['a', 0, 2], ['nature', 3, 14], ['through', 44, 50], ['which', 51, 55], ['we', 57, 59], ['are', 61, 64], ['whole', 67, 75]]"
B9UYv1klnFQ,30.27,33.15,B9UYv1klnFQ_30.270000-33.150000/00000,because of the cross of jesus everything,"[['because', 0, 7], ['of', 8, 9], ['the', 10, 12], ['cross', 14, 26], ['of', 27, 29], ['jesus', 31, 43], ['everything', 55, 72]]"
6EUqKQvpDAY,250.4098,253.2498,6EUqKQvpDAY_250.409800-253.249800/00001,use ndt theoretical principles in your,"[['use', 0, 3], ['ndt', 9, 25], ['theoretical', 30, 44], ['principles', 45, 58], ['in', 64, 66], ['your', 67, 71]]"
-an47htDm7A,252.473333,255.433333,-an47htDm7A_252.473333-255.433333/00000,say english but thats the expressions,"[['say', 0, 7], ['english', 8, 25], ['but', 41, 46], ['thats', 47, 56], ['the', 57, 60], ['expressions', 61, 74]]"
mOUXqSlv31c,65.3249,68.1649,mOUXqSlv31c_65.324900-68.164900/00000,on the commutative property which of these,"[['on', 0, 2], ['the', 3, 5], ['commutative', 6, 22], ['property', 24, 39], ['which', 56, 62], ['of', 63, 65], ['these', 66, 71]]"
nD-Ekv8SRMY,275.455,278.455,nD-Ekv8SRMY_275.455000-278.455000/00000,lot of chatter on store in store,"[['lot', 0, 6], ['of', 7, 17], ['chatter', 23, 32], ['on', 35, 39], ['store', 51, 59], ['in', 60, 62], ['store', 63, 75]]"
KI9gToGq98w,242.433333,245.273333,KI9gToGq98w_242.433333-245.273333/00001,a refrigeration system which will cool,"[['a', 0, 1], ['refrigeration', 2, 19], ['system', 20, 31], ['which', 42, 48], ['will', 57, 61], ['cool', 62, 71]]"
jiJgGsIJds0,56.502233,59.382233,jiJgGsIJds0_56.502233-59.382233/00000,the revisions to the mla expanded the previous,"[['the', 0, 2], ['revisions', 3, 15], ['to', 15, 18], ['the', 19, 21], ['mla', 26, 35], ['expanded', 44, 59], ['the', 60, 62], ['previous', 63, 72]]"
JRA2vrX7f9Y,236.24,239.04,JRA2vrX7f9Y_236.240000-239.040000/00000,that is electricity sourced from renewable,"[['that', 0, 3], ['is', 4, 5], ['electricity', 18, 31], ['sourced', 33, 40], ['from', 40, 57], ['renewable', 59, 70]]"
JRA2vrX7f9Y,210.12,213.12,JRA2vrX7f9Y_210.120000-213.120000/00000,competitors dont have so its a win,"[['competitors', 0, 11], ['dont', 12, 17], ['have', 18, 24], ['so', 27, 33], ['its', 49, 66], ['a', 67, 68], ['win', 69, 75]]"
jiJgGsIJds0,245.117367,248.077367,jiJgGsIJds0_245.117367-248.077367/00000,mla offers multiple protections for covered borrowers,"[['mla', 0, 10], ['offers', 13, 19], ['multiple', 22, 33], ['protections', 34, 48], ['for', 50, 53], ['covered', 54, 62], ['borrowers', 63, 74]]"
CAfFyBZSdPo,22.2,25.08,CAfFyBZSdPo_22.200000-25.080000/00000,at whole incentive systems and motivation systems,"[['at', 0, 3], ['whole', 4, 11], ['incentive', 14, 27], ['systems', 29, 40], ['and', 42, 44], ['motivation', 45, 60], ['systems', 61, 72]]"
axTiSLwT6Tk,38.619333,41.459333,axTiSLwT6Tk_38.619333-41.459333/00000,than just himself speaks to him from beyond the,"[['than', 0, 4], ['just', 4, 10], ['himself', 10, 23], ['speaks', 33, 43], ['to', 44, 48], ['him', 49, 53], ['from', 54, 58], ['beyond', 59, 68], ['the', 69, 71]]"
Ol6gkO5fDnc,272.2298,275.1898,Ol6gkO5fDnc_272.229800-275.189800/00000,identity but once the fight,"[['identity', 0, 16], ['but', 40, 43], ['once', 50, 56], ['the', 56, 65], ['fight', 67, 74]]"
n9KhDjGGHCk,272.123067,274.923067,n9KhDjGGHCk_272.123067-274.923067/00000,is that stress shuts down this,"[['is', 0, 2], ['that', 4, 9], ['stress', 15, 28], ['shuts', 36, 44], ['down', 47, 57], ['this', 65, 70]]"
1He7shdHYnM,205.058067,208.058067,1He7shdHYnM_205.058067-208.058067/00000,this side is also made of five,"[['this', 0, 5], ['side', 8, 17], ['is', 25, 27], ['also', 35, 46], ['made', 48, 56], ['of', 64, 66], ['five', 68, 75]]"
qjDEzKJ8OJM,112.36,115.16,qjDEzKJ8OJM_112.360000-115.160000/00000,consider someone who has an eating disorder,"[['consider', 0, 8], ['someone', 9, 18], ['who', 21, 27], ['has', 28, 50], ['an', 51, 52], ['eating', 53, 59], ['disorder', 60, 70]]"
woHNgHkbWzA,169.906,172.906,woHNgHkbWzA_169.906000-172.906000/00000,of this steel strapping so this is,"[['of', 0, 2], ['this', 3, 8], ['steel', 18, 28], ['strapping', 29, 43], ['so', 63, 66], ['this', 67, 71], ['is', 73, 75]]"
1He7shdHYnM,152.284067,155.124067,1He7shdHYnM_152.284067-155.124067/00000,three tiles so its three inches,"[['three', 0, 5], ['tiles', 7, 19], ['so', 36, 40], ['its', 42, 46], ['three', 50, 58], ['inches', 62, 71]]"
0gEmPn6V-XI,204.496,207.496,0gEmPn6V-XI_204.496000-207.496000/00000,a gap i look for a gap between what,"[['a', 0, 1], ['gap', 3, 10], ['i', 31, 32], ['look', 33, 38], ['for', 39, 43], ['a', 45, 46], ['gap', 47, 54], ['between', 57, 67], ['what', 71, 75]]"
p_c-Fu5-Rus,134.0132,136.9732,p_c-Fu5-Rus_134.013200-136.973200/00006,and environmental circumstances a relatively small,"[['and', 0, 2], ['environmental', 3, 15], ['circumstances', 16, 38], ['a', 51, 52], ['relatively', 53, 64], ['small', 65, 74]]"
D8PHz7GfZrY,274.393333,277.393333,D8PHz7GfZrY_274.393333-277.393333/00000,instructors dining area and they had drill instructor,"[['instructors', 0, 15], ['dining', 16, 24], ['area', 27, 34], ['and', 46, 48], ['they', 49, 51], ['had', 52, 56], ['drill', 57, 62], ['instructor', 63, 75]]"
3VU5-BA9h60,22.6787,25.6387,3VU5-BA9h60_22.678700-25.638700/00000,of planting seeds now were not,"[['of', 0, 4], ['planting', 6, 21], ['seeds', 33, 46], ['now', 62, 66], ['were', 67, 70], ['not', 70, 74]]"
0ZbRmHnybw0,70.08,72.96,0ZbRmHnybw0_70.080000-72.960000/00000,retreat now ive used all,"[['retreat', 0, 12], ['now', 35, 42], ['ive', 57, 60], ['used', 63, 67], ['all', 69, 72]]"
8oSgotXgOaI,30.0,32.84,8oSgotXgOaI_30.000000-32.840000/00000,can call merchandise but we can almost always,"[['can', 0, 6], ['call', 8, 15], ['merchandise', 16, 32], ['but', 40, 43], ['we', 43, 46], ['can', 46, 49], ['almost', 51, 59], ['always', 63, 71]]"
R0E-LJMDK74,99.3187,102.2787,R0E-LJMDK74_99.318700-102.278700/00000,included switches and jumpers for evaluating features,"[['included', 0, 9], ['switches', 10, 20], ['and', 21, 23], ['jumpers', 25, 35], ['for', 42, 46], ['evaluating', 47, 62], ['features', 64, 74]]"
0rlSr1ts7OQ,274.267167,277.107167,0rlSr1ts7OQ_274.267167-277.107167/00000,your photos and theyre having a great great great,"[['your', 0, 4], ['photos', 5, 17], ['and', 29, 31], ['theyre', 31, 35], ['having', 35, 41], ['a', 42, 43], ['great', 44, 52], ['great', 54, 60], ['great', 62, 71]]"
rBJBi8oyG18,30.28,33.16,rBJBi8oyG18_30.280000-33.160000/00000,sexual assault survivor bill of rights,"[['sexual', 0, 12], ['assault', 16, 28], ['survivor', 31, 45], ['bill', 55, 60], ['of', 61, 62], ['rights', 64, 72]]"
AaWFxbOoTXU,286.619267,289.539267,AaWFxbOoTXU_286.619267-289.539267/00000,short phonogram its a clock stroke,"[['short', 0, 8], ['phonogram', 9, 26], ['its', 42, 46], ['a', 47, 47], ['clock', 50, 61], ['stroke', 63, 73]]"
QVmu9CG8VcQ,93.87,96.79,QVmu9CG8VcQ_93.870000-96.790000/00000,this dark matter dominates the gravitational,"[['this', 0, 3], ['dark', 5, 11], ['matter', 13, 22], ['dominates', 33, 48], ['the', 55, 57], ['gravitational', 58, 73]]"
TGVOcQWlLk8,151.856533,154.736533,TGVOcQWlLk8_151.856533-154.736533/00000,easy tuck and roll and then it,"[['easy', 0, 8], ['tuck', 47, 52], ['and', 53, 55], ['roll', 56, 62], ['and', 64, 66], ['then', 67, 69], ['it', 71, 72]]"
SgIpComCo48,140.589856,143.389856,SgIpComCo48_140.589856-143.389856/00000,take your favorite moral norm gay,"[['take', 0, 5], ['your', 6, 10], ['favorite', 13, 25], ['moral', 32, 41], ['norm', 43, 52], ['gay', 64, 70]]"
7xiP7VRw8lU,252.488567,255.488567,7xiP7VRw8lU_252.488567-255.488567/00000,that external field its a weak attraction much weaker,"[['that', 0, 3], ['external', 5, 15], ['field', 17, 24], ['its', 35, 38], ['a', 39, 40], ['weak', 42, 47], ['attraction', 48, 61], ['much', 62, 67], ['weaker', 69, 75]]"
_lx_D8fasKE,246.906533,249.706533,_lx_D8fasKE_246.906533-249.706533/00000,about what president fdr said people,"[['about', 0, 5], ['what', 6, 10], ['president', 12, 22], ['fdr', 25, 36], ['said', 37, 44], ['people', 61, 70]]"
FzqL4G6oA58,181.853167,184.773167,FzqL4G6oA58_181.853167-184.773167/00000,of movement and rhythm thats in the music,"[['of', 0, 2], ['movement', 6, 17], ['and', 19, 21], ['rhythm', 23, 33], ['thats', 47, 52], ['in', 56, 59], ['the', 60, 62], ['music', 63, 73]]"
gRwzoWCwKVA,247.12,250.04,gRwzoWCwKVA_247.120000-250.040000/00000,star treatment and stardom of sweets,"[['star', 0, 9], ['treatment', 10, 21], ['and', 23, 25], ['stardom', 28, 39], ['of', 45, 47], ['sweets', 63, 73]]"
8zFuvALoSgU,250.289,253.249,8zFuvALoSgU_250.289000-253.249000/00000,an opportunity to be challenged but,"[['an', 0, 1], ['opportunity', 3, 21], ['to', 40, 43], ['be', 44, 47], ['challenged', 48, 61], ['but', 71, 74]]"
aUKU1sV51vI,38.176733,41.056733,aUKU1sV51vI_38.176733-41.056733/00000,the screen protector and just that full milled,"[['the', 0, 1], ['screen', 2, 8], ['protector', 9, 22], ['and', 24, 27], ['just', 35, 39], ['that', 40, 44], ['full', 48, 57], ['milled', 65, 72]]"
7bA_7yY8X6I,86.778467,89.738467,7bA_7yY8X6I_86.778467-89.738467/00000,and now also monthly in new york and paris and,"[['and', 0, 1], ['now', 2, 5], ['also', 7, 13], ['monthly', 14, 24], ['in', 24, 25], ['new', 30, 32], ['york', 33, 40], ['and', 46, 49], ['paris', 50, 61], ['and', 72, 74]]"
7FNjcgTTX_o,112.576533,115.536533,7FNjcgTTX_o_112.576533-115.536533/00000,actually where our real story starts and i,"[['actually', 0, 8], ['where', 9, 14], ['our', 17, 20], ['real', 23, 31], ['story', 33, 44], ['starts', 46, 57], ['and', 68, 73], ['i', 73, 74]]"
tpKUM_rSXhI,225.615967,228.575967,tpKUM_rSXhI_225.615967-228.575967/00000,have highly social behaviors often live in groups,"[['have', 0, 8], ['highly', 10, 18], ['social', 20, 31], ['behaviors', 32, 48], ['often', 50, 56], ['live', 57, 61], ['in', 61, 64], ['groups', 65, 74]]"
p_c-Fu5-Rus,287.7407,290.7007,p_c-Fu5-Rus_287.740700-290.700700/00000,although starbucks is quite ubiquitous payday lenders,"[['although', 0, 8], ['starbucks', 9, 21], ['is', 23, 25], ['quite', 26, 31], ['ubiquitous', 32, 48], ['payday', 57, 65], ['lenders', 66, 74]]"
f5MRdaM-E0g,51.304,54.304,f5MRdaM-E0g_51.304000-54.304000/00000,to grow as technology grows because thats kind,"[['to', 0, 2], ['grow', 5, 15], ['as', 23, 27], ['technology', 29, 44], ['grows', 45, 51], ['because', 53, 61], ['thats', 61, 70], ['kind', 71, 75]]"
0GArpISz1zc,270.48,273.32,0GArpISz1zc_270.480000-273.320000/00000,dna with jantes law same thing and,"[['dna', 0, 11], ['with', 12, 16], ['jantes', 17, 30], ['law', 32, 39], ['same', 40, 47], ['thing', 48, 54], ['and', 54, 71]]"
wCNyuLdwUxI,77.236,80.036,wCNyuLdwUxI_77.236000-80.036000/00000,indexing for ios google can help iphone,"[['indexing', 0, 10], ['for', 10, 13], ['ios', 17, 30], ['google', 41, 50], ['can', 51, 55], ['help', 55, 60], ['iphone', 64, 70]]"
jWwaLtUayqg,135.213,138.213,jWwaLtUayqg_135.213000-138.213000/00000,there but anyway she walked her mother,"[['there', 0, 6], ['but', 16, 19], ['anyway', 20, 28], ['she', 32, 46], ['walked', 50, 61], ['her', 67, 69], ['mother', 70, 75]]"
8_Un8Lm-TCs,263.929733,266.889733,8_Un8Lm-TCs_263.929733-266.889733/00000,these three types of adjectives,"[['these', 0, 7], ['three', 18, 25], ['types', 36, 46], ['of', 52, 54], ['adjectives', 63, 74]]"
SgIpComCo48,271.183167,274.103167,SgIpComCo48_271.183167-274.103167/00000,ecological conditions are that made us moral it,"[['ecological', 0, 16], ['conditions', 17, 28], ['are', 29, 32], ['that', 33, 36], ['made', 39, 46], ['us', 48, 50], ['moral', 53, 60], ['it', 72, 73]]"
n9KhDjGGHCk,157.456533,160.336533,n9KhDjGGHCk_157.456533-160.336533/00000,the high school were not real positive ones i can,"[['the', 0, 2], ['high', 3, 7], ['school', 9, 19], ['were', 22, 32], ['not', 37, 40], ['real', 41, 45], ['positive', 46, 58], ['ones', 61, 65], ['i', 67, 68], ['can', 69, 72]]"
7t44mPykXek,198.266667,201.266667,7t44mPykXek_198.266667-201.266667/00000,already champions of labels youre probably with me on this,"[['already', 0, 10], ['champions', 18, 30], ['of', 31, 33], ['labels', 35, 43], ['youre', 43, 47], ['probably', 48, 59], ['with', 60, 64], ['me', 65, 68], ['on', 69, 71], ['this', 72, 75]]"
IG7xDUyOqmU,106.208,108.208,IG7xDUyOqmU_106.208000-108.208000/00000,holding on and so the,"[['holding', 0, 6], ['on', 10, 13], ['and', 42, 44], ['so', 45, 48], ['the', 49, 50]]"
OlugY_yg1HE,16.669,18.309,OlugY_yg1HE_16.669000-18.309000/00000,nasas social channels using the,"[['nasas', 0, 9], ['social', 10, 18], ['channels', 19, 30], ['using', 33, 38], ['the', 39, 41]]"
9abjsU7ibvE,283.3411,285.3011,9abjsU7ibvE_283.341100-285.301100/00000,until he determines your identity and,"[['until', 0, 5], ['he', 6, 8], ['determines', 8, 17], ['your', 18, 21], ['identity', 22, 33], ['and', 47, 49]]"
CPvrxs7HUXg,70.6089,72.5689,CPvrxs7HUXg_70.608900-72.568900/00000,further even though people like,"[['further', 0, 10], ['even', 31, 34], ['though', 35, 39], ['people', 40, 45], ['like', 46, 49]]"
gD5ciEMMTB8,117.4,119.36,gD5ciEMMTB8_117.400000-119.360000/00000,you and your relationship regardless if,"[['you', 0, 5], ['and', 6, 8], ['your', 13, 18], ['relationship', 19, 34], ['regardless', 35, 46], ['if', 48, 49]]"
DLhv1X4VryA,55.4,57.04,DLhv1X4VryA_55.400000-57.040000/00000,the term because they just get,"[['the', 0, 1], ['term', 3, 10], ['because', 11, 29], ['they', 30, 33], ['just', 34, 37], ['get', 38, 41]]"
acu6sf807QQ,141.774167,143.694167,acu6sf807QQ_141.774167-143.694167/00000,im wondering myself why theres some builds,"[['im', 0, 3], ['wondering', 4, 12], ['myself', 13, 22], ['why', 25, 29], ['theres', 29, 35], ['some', 36, 40], ['builds', 41, 48]]"
4LrBiH96so4,296.761933,298.601933,4LrBiH96so4_296.761933-298.601933/00000,to communicate their information you,"[['to', 0, 4], ['communicate', 7, 23], ['their', 24, 28], ['information', 28, 42], ['you', 43, 46]]"
auqI-xQTrGI,228.293333,230.293333,auqI-xQTrGI_228.293333-230.293333/00000,about the next steps in coordinating my,"[['about', 0, 7], ['the', 9, 11], ['next', 13, 18], ['steps', 19, 28], ['in', 29, 31], ['coordinating', 32, 46], ['my', 47, 50]]"
gcevPhfNEtM,203.088,204.768,gcevPhfNEtM_203.088000-204.768000/00000,about the ghosts of the queen mary,"[['about', 0, 5], ['the', 5, 7], ['ghosts', 10, 18], ['of', 23, 25], ['the', 25, 27], ['queen', 29, 35], ['mary', 35, 42]]"
A1zP7qrcOFk,35.8503,37.5303,A1zP7qrcOFk_35.850300-37.530300/00000,can be successful in reading,"[['can', 0, 4], ['be', 4, 8], ['successful', 9, 28], ['in', 32, 34], ['reading', 35, 42]]"
2zcZGcygoqg,90.92,92.84,2zcZGcygoqg_90.920000-92.840000/00000,the following home exercises and allow,"[['the', 0, 2], ['following', 4, 13], ['home', 14, 18], ['exercises', 20, 35], ['and', 39, 41], ['allow', 42, 48]]"
SFYAMA7NzvA,186.158,188.038,SFYAMA7NzvA_186.158000-188.038000/00001,i actually know this i have,"[['i', 0, 3], ['actually', 20, 30], ['know', 31, 35], ['this', 36, 40], ['i', 42, 43], ['have', 44, 47]]"
P6myrg6QCLk,65.9659,67.7659,P6myrg6QCLk_65.965900-67.765900/00000,his parents had died he could not go home,"[['his', 0, 2], ['parents', 2, 7], ['had', 7, 10], ['died', 11, 18], ['he', 23, 25], ['could', 26, 30], ['not', 31, 35], ['go', 36, 39], ['home', 40, 45]]"
G8EEcKGegPA,230.62,232.5,G8EEcKGegPA_230.620000-232.500000/00001,so angel invests two different ways either as a,"[['so', 0, 5], ['angel', 9, 14], ['invests', 15, 21], ['two', 22, 25], ['different', 25, 31], ['ways', 32, 37], ['either', 38, 42], ['as', 43, 44], ['a', 46, 47]]"
qGUG89cXB7s,107.572167,109.412167,qGUG89cXB7s_107.572167-109.412167/00000,fundamentals what are the fundamentals of,"[['fundamentals', 0, 13], ['what', 23, 26], ['are', 26, 28], ['the', 29, 31], ['fundamentals', 31, 43], ['of', 45, 46]]"
uxriD2UTmDs,123.425,125.305,uxriD2UTmDs_123.425000-125.305000/00000,caramels pretty good caramel and chocolate mix,"[['caramels', 0, 8], ['pretty', 9, 13], ['good', 14, 18], ['caramel', 19, 26], ['and', 26, 29], ['chocolate', 30, 39], ['mix', 40, 47]]"
bwmWHV79vTQ,55.260267,57.220267,bwmWHV79vTQ_55.260267-57.220267/00000,little money as graduate students,"[['little', 0, 6], ['money', 7, 14], ['as', 22, 25], ['graduate', 27, 39], ['students', 40, 49]]"
x9hSsX9sTOs,54.4498,56.2498,x9hSsX9sTOs_54.449800-56.249800/00000,process and its a small,"[['process', 0, 11], ['and', 26, 30], ['its', 32, 35], ['a', 36, 37], ['small', 39, 45]]"
zA8_hWE9Qrs,57.651,59.651,zA8_hWE9Qrs_57.651000-59.651000/00000,energy so physical well start with that,"[['energy', 0, 8], ['so', 21, 25], ['physical', 27, 35], ['well', 36, 40], ['start', 40, 43], ['with', 44, 46], ['that', 47, 50]]"
YhK7opcG6ao,97.123533,98.843533,YhK7opcG6ao_97.123533-98.843533/00000,government program now to increase,"[['government', 0, 7], ['program', 8, 17], ['now', 18, 23], ['to', 25, 30], ['increase', 34, 43]]"
14voWHiySSY,244.446,246.366,14voWHiySSY_244.446000-246.366000/00000,a compliance officer and from her i,"[['a', 0, 1], ['compliance', 2, 16], ['officer', 17, 28], ['and', 29, 32], ['from', 34, 38], ['her', 39, 43], ['i', 46, 48]]"
f2gbU9Q5Rh8,132.2309,134.1109,f2gbU9Q5Rh8_132.230900-134.110900/00000,pay off the lowest credit card,"[['pay', 0, 7], ['off', 11, 14], ['the', 15, 17], ['lowest', 19, 29], ['credit', 33, 39], ['card', 40, 47]]"
9wX1R7MQ83M,290.773,292.373,9wX1R7MQ83M_290.773000-292.373000/00000,im writing in red because i like,"[['im', 0, 3], ['writing', 3, 11], ['in', 12, 15], ['red', 16, 23], ['because', 25, 32], ['i', 33, 34], ['like', 35, 40]]"
Ydz4Az9aeiY,275.043267,276.883267,Ydz4Az9aeiY_275.043267-276.883267/00000,thats one little sentence can you handle,"[['thats', 0, 5], ['one', 8, 11], ['little', 12, 17], ['sentence', 18, 27], ['can', 33, 36], ['you', 37, 39], ['handle', 40, 46]]"
u3xzUzBp4BE,176.078167,177.718167,u3xzUzBp4BE_176.078167-177.718167/00000,the good of the group to,"[['the', 0, 2], ['good', 4, 10], ['of', 13, 15], ['the', 17, 19], ['group', 20, 28], ['to', 38, 41]]"
ulLwMrZ-_Jo,159.5423,161.4623,ulLwMrZ-_Jo_159.542300-161.462300/00000,here today its going to be an outstanding day as,"[['here', 0, 3], ['today', 4, 11], ['its', 12, 14], ['going', 15, 17], ['to', 18, 19], ['be', 20, 21], ['an', 21, 23], ['outstanding', 24, 39], ['day', 41, 47], ['as', 48, 48]]"
FQ0UwvWltrY,55.28,57.08,FQ0UwvWltrY_55.280000-57.080000/00000,and a real smile what,"[['and', 0, 3], ['a', 4, 4], ['real', 6, 11], ['smile', 13, 23], ['what', 40, 45]]"
LXbUrJ59NVc,75.5114,77.3114,LXbUrJ59NVc_75.511400-77.311400/00000,holistic review that they do at,"[['holistic', 0, 12], ['review', 13, 21], ['that', 22, 25], ['they', 25, 29], ['do', 30, 43], ['at', 44, 45]]"
WSH8Utmak58,56.823,58.503,WSH8Utmak58_56.823000-58.503000/00000,the night before dick costolo,"[['the', 0, 3], ['night', 5, 9], ['before', 10, 19], ['dick', 22, 26], ['costolo', 27, 42]]"
nWjCcjO17ag,48.24,49.92,nWjCcjO17ag_48.240000-49.920000/00000,of sense when you think about,"[['of', 0, 1], ['sense', 2, 9], ['when', 22, 25], ['you', 25, 28], ['think', 29, 33], ['about', 34, 42]]"
mj3Tt0uratA,170.7493,172.5093,mj3Tt0uratA_170.749300-172.509300/00000,if youre using something like a lan,"[['if', 0, 1], ['youre', 2, 5], ['using', 7, 11], ['something', 13, 20], ['like', 20, 25], ['a', 26, 26], ['lan', 29, 44]]"
6b8aekOT3Po,197.302167,199.022167,6b8aekOT3Po_197.302167-199.022167/00000,cell phone or youre buying packages,"[['cell', 0, 6], ['phone', 6, 12], ['or', 13, 14], ['youre', 15, 18], ['buying', 18, 25], ['packages', 26, 43]]"
ygQOmVVfAeY,39.8195,41.6595,ygQOmVVfAeY_39.819500-41.659500/00000,now how many of you,"[['now', 0, 4], ['how', 28, 31], ['many', 32, 37], ['of', 38, 39], ['you', 41, 46]]"
CF2HyCYJrFU,170.122567,171.882567,CF2HyCYJrFU_170.122567-171.882567/00000,back the only way this can,"[['back', 0, 5], ['the', 20, 22], ['only', 26, 31], ['way', 33, 36], ['this', 37, 41], ['can', 41, 44]]"
jIwyH7h_aks,235.1546,237.1146,jIwyH7h_aks_235.154600-237.114600/00000,dispatch location either somewhere in the middle,"[['dispatch', 0, 10], ['location', 11, 22], ['either', 26, 30], ['somewhere', 31, 36], ['in', 38, 39], ['the', 40, 41], ['middle', 42, 49]]"
w7wgIZJsUUI,101.438333,103.238333,w7wgIZJsUUI_101.438333-103.238333/00000,spreadsheets keyed by gene id,"[['spreadsheets', 0, 12], ['keyed', 13, 19], ['by', 20, 24], ['gene', 25, 43], ['id', 44, 45]]"
tOD0LwrT2Gs,294.58,296.3,tOD0LwrT2Gs_294.580000-296.300000/00000,you do have is that some,"[['you', 0, 4], ['do', 5, 9], ['have', 12, 21], ['is', 25, 27], ['that', 27, 33], ['some', 35, 43]]"
1NIuXFu5QuA,94.7302,96.7302,1NIuXFu5QuA_94.730200-96.730200/00000,something kind of more for fall or,"[['something', 0, 7], ['kind', 8, 12], ['of', 13, 15], ['more', 15, 19], ['for', 20, 24], ['fall', 26, 38], ['or', 46, 50]]"
EYMOAU07c9M,243.766,245.766,EYMOAU07c9M_243.766000-245.766000/00000,but central part of our mission my mission,"[['but', 0, 2], ['central', 2, 8], ['part', 8, 11], ['of', 12, 13], ['our', 14, 17], ['mission', 18, 24], ['my', 37, 42], ['mission', 43, 50]]"
X7_TUtpbCBk,134.3511,136.3511,X7_TUtpbCBk_134.351100-136.351100/00000,issues as well as global warming so,"[['issues', 0, 7], ['as', 9, 11], ['well', 12, 16], ['as', 17, 19], ['global', 20, 26], ['warming', 26, 33], ['so', 34, 50]]"
6kWlr_TFQqk,175.926667,177.886667,6kWlr_TFQqk_175.926667-177.886667/00000,stepbystep on the computer but,"[['stepbystep', 0, 20], ['on', 22, 24], ['the', 25, 27], ['computer', 28, 42], ['but', 45, 49]]"
6gtMWonw2A8,277.38,279.26,6gtMWonw2A8_277.380000-279.260000/00000,and the christian background that,"[['and', 0, 2], ['the', 2, 4], ['christian', 5, 14], ['background', 15, 27], ['that', 42, 47]]"
eJVZ--8MNrQ,263.0,264.88,eJVZ--8MNrQ_263.000000-264.880000/00000,level of iman he had this,"[['level', 0, 7], ['of', 9, 11], ['iman', 13, 20], ['he', 31, 35], ['had', 37, 42], ['this', 43, 47]]"
VcLfCrH-nqs,97.383467,98.983467,VcLfCrH-nqs_97.383467-98.983467/00000,really getting frustrated with the,"[['really', 0, 6], ['getting', 6, 12], ['frustrated', 14, 26], ['with', 29, 35], ['the', 37, 40]]"
cCc5R2woJek,260.0795,261.9595,cCc5R2woJek_260.079500-261.959500/00000,services that are needed people do,"[['services', 0, 11], ['that', 12, 15], ['are', 16, 18], ['needed', 19, 25], ['people', 37, 43], ['do', 44, 47]]"
-FnK36ZXdNw,101.2,103.2,-FnK36ZXdNw_101.200000-103.200000/00000,facebook and it can send the smell of,"[['facebook', 0, 14], ['and', 22, 25], ['it', 25, 26], ['can', 27, 31], ['send', 32, 38], ['the', 38, 41], ['smell', 42, 49], ['of', 49, 50]]"
qYZIT-h7f5M,37.4,39.32,qYZIT-h7f5M_37.400000-39.320000/00001,something like maybe who is the best,"[['something', 0, 9], ['like', 10, 15], ['maybe', 28, 33], ['who', 34, 37], ['is', 38, 40], ['the', 41, 42], ['best', 43, 48]]"
